id,name,chemical,description,price,stock_quantity,category,status,image_path
5681,Ketro Eye Drops,Ketorolac Tromethamine,"Product Overview Ketro Eye Drops by Vega are a trusted solution for relieving eye discomfort and inflammation. These eye drops are specially formulated with Ketorolac Tromethamine, a potent ingredient known for its anti-inflammatory and pain-relieving properties. Key Benefits - Reduces inflammation and discomfort in the eyes - Provides quick relief from eye pain and irritation - Helps to alleviate symptoms of allergies and dry eyes - Easy-to-use dropper bottle for convenient application - Suitable for both adults and children How It Works Ketro Eye Drops work by inhibiting the production of certain chemicals in the body that cause inflammation and pain. The active ingredient, Ketorolac Tromethamine, penetrates the eye tissues and helps to reduce swelling and discomfort, providing fast and effective relief. Directions for Use 1. Wash your hands before using the eye drops. 2. Tilt your head back and pull down your lower eyelid to create a small pocket. 3. Hold the dropper above your eye and squeeze a drop into the pocket. 4. Close your eye for a few moments to allow the drop to spread. 5. Repeat the process in the other eye if needed. 6. Do not touch the dropper tip to avoid contamination. Precautions - Do not use Ketro Eye Drops if you are allergic to Ketorolac Tromethamine. - Avoid contact with soft contact lenses while using the drops. - Consult a doctor before using the drops if you are pregnant or nursing. - Do not use the drops for more than the recommended duration. Storage Instructions Store Ketro Eye Drops in a cool, dry place away from direct sunlight. Keep the bottle tightly closed when not in use to prevent contamination. Do not freeze the drops. Manufacturer Information Vega Pharmaceuticals Ltd. is the manufacturer of Ketro Eye Drops, a reputable company known for producing high-quality pharmaceutical products. Vega Pharmaceuticals is committed to providing safe and effective solutions for various health conditions.
Form: Eye Drop
Size: Pack of 1 Eye",220,100,Vega,in_stock,/static/uploads/medicines/5957.png
5682,Kilair 4mg Sachets 14s,Montelukast,"Product Overview Kilair 4mg Sachets 14s are a medication designed to help manage asthma symptoms in both adults and children. Each sachet contains Montelukast Sodium, an active ingredient that works by blocking substances in the body that cause inflammation and constriction of the airways. Key Benefits - Effectively controls asthma symptoms such as wheezing, coughing, and shortness of breath - Helps prevent asthma attacks and improves lung function - Easy-to-use sachet form for convenient dosing - Suitable for both adults and children How It Works Montelukast Sodium works by blocking leukotrienes, which are chemicals in the body that can trigger asthma symptoms. By blocking these substances, Kilair helps to reduce inflammation in the airways and prevent them from narrowing, making it easier to breathe. Directions for Use - Empty the contents of one sachet into a glass of water and stir well. - Take the medication once daily, preferably in the evening. - It is important to take Kilair regularly to get the most benefit from it. - Follow the dosage instructions provided by your healthcare provider. Precautions - Do not exceed the recommended dosage of Kilair. - Inform your healthcare provider if you are pregnant, breastfeeding, or have any underlying medical conditions before starting this medication. - Keep this medication out of reach of children. - If you experience any severe side effects, stop taking Kilair and seek medical attention immediately. Storage Instructions Store Kilair 4mg Sachets 14s in a cool, dry place away from direct sunlight and moisture. Keep the medication in its original packaging to protect it from light and moisture. Do not store Kilair in the bathroom or near the kitchen sink. Manufacturer Information Kilair 4mg Sachets 14s are manufactured by Crystolite Pharmaceuticals, a reputable pharmaceutical company known for producing high-quality medications for various medical conditions. Rest assured that you are using a trusted product backed by a reliable manufacturer.
Form: Sachet
Size: Pack of 14 Sachet",395,100,Crystolite,in_stock,/static/uploads/medicines/5958.jpeg
5683,Kilair Tablets 10mg,Montelukast,"Form: Tablets
Size: Pack of 14 Tablets",495,100,Crystolite,in_stock,/static/uploads/medicines/5959.jpg
5684,Kinra 250mg Tablets,Azithromycin,"Form: Tablets
Size: Pack of 6 Tablets",234,100,Tabros,in_stock,/static/uploads/medicines/5960.jpg
5685,Kinz 10mg Inj 5s,Nalbuphine,"Product Overview Kinz 10mg Injection 5s is a pharmaceutical product manufactured by Sami. It contains the active ingredient Nalbuphine, which is commonly used as an analgesic to relieve moderate to severe pain. This injection is designed for medical professionals to administer in a clinical setting. Key Benefits - Effective pain relief for moderate to severe pain - Fast-acting medication - Can be administered intravenously or intramuscularly - Suitable for use in hospitals, clinics, and other medical facilities How It Works Nalbuphine, the active ingredient in Kinz 10mg Injection, works by binding to specific receptors in the brain and spinal cord to block pain signals. It acts as an agonist-antagonist opioid, providing pain relief without causing excessive sedation or respiratory depression. Directions for Use 1. Ensure that the injection is at room temperature before use. 2. Clean the injection site with an alcohol swab. 3. Administer the injection intravenously or intramuscularly as directed by a healthcare professional. 4. Discard any unused portion of the injection according to medical waste disposal guidelines. Precautions - Do not use Kinz 10mg Injection if you are allergic to Nalbuphine or any other ingredients in the product. - Inform your healthcare provider about any medical conditions, medications, or allergies before using this injection. - Avoid driving or operating heavy machinery after receiving the injection, as it may cause drowsiness or dizziness. Storage Instructions Store Kinz 10mg Injection in its original packaging at room temperature, away from moisture and heat. Keep it out of reach of children and pets. Do not freeze the injection. Manufacturer Information Kinz 10mg Injection 5s is manufactured by Sami Pharmaceuticals, a reputable pharmaceutical company known for producing high-quality medications. For more information about the product or the company, please visit www.samipharmaceuticals.com.
Form: Injection
Size: Pack of 5 Injection",690,100,Sami,in_stock,/static/uploads/medicines/5961.jpeg
5686,Kinz 20mg Inj,Nalbuphine,"Product Overview Kinz 20mg Inj by Sami is a powerful injectable medication containing the active ingredient Nalbuphine. This medication is commonly used for the management of moderate to severe pain in various medical settings. Key Benefits - Effective pain relief - Fast-acting injection - Suitable for a wide range of pain intensities - Can be administered by healthcare professionals - Provides relief for patients undergoing surgery or medical procedures How It Works Nalbuphine works by binding to specific receptors in the brain and spinal cord, blocking pain signals and reducing the perception of pain. This medication produces analgesic effects similar to morphine but with less potential for respiratory depression and addiction. Directions for Use 1. This medication is for injection use only and should be administered by healthcare professionals. 2. The dosage and frequency of injections will be determined by the prescribing physician based on the patient's condition and pain level. 3. The injection is typically administered intravenously or intramuscularly. 4. Follow all instructions provided by the healthcare provider for the safe and effective use of this medication. Precautions - Inform your healthcare provider of any allergies or medical conditions before using Kinz 20mg Inj. - Do not exceed the recommended dosage to avoid potential side effects. - This medication may cause drowsiness or dizziness, so avoid driving or operating heavy machinery while under its influence. - Keep out of reach of children and pets. Storage Instructions Store Kinz 20mg Inj at room temperature away from moisture and heat. Keep it in its original packaging and out of reach of children. Manufacturer Information Kinz 20mg Inj is manufactured by Sami Pharmaceuticals, a reputable company known for producing high-quality pharmaceutical products. Trust in the brand's commitment to safety, efficacy, and patient well-being.
Form: Injection
Size: Pack of 5 Injection",975,100,Sami,in_stock,/static/uploads/medicines/5962.png
5687,Klaribact 125mg 60ml Syp,Clarithromycin,"Form: Syrup
Size: Pack of 1 Syrup",427,100,Martin Dow,in_stock,/static/uploads/medicines/5963.png
5688,Klaribact 250mg Tablets 10s,Clarithromycin,"Form: Tablets
Size: Pack of 10 Tablets",470,100,Martin Dow,in_stock,/static/uploads/medicines/5964.jpg
5689,Klaribact 500mg Tablets 10s,Clarithromycin,"Form: Tablets
Size: Pack of 10 Tablets",900,100,Martin Dow,in_stock,/static/uploads/medicines/5965.jpeg
5690,Klaricid 125mg 60ml Syp,Clarithromycin,"Form: Syrup
Size: Pack of 1 Syrup",578,100,Abbott,in_stock,/static/uploads/medicines/5966.jpg
5691,Klaricid 250mg Tablets,Clarithromycin,"Form: Tablets
Size: Pack of 10 Tablets",546,100,Abbott,in_stock,/static/uploads/medicines/5967.jpg
5692,Klaricid 500mg Inj,Clarithromycin,"Form: Injection
Size: Pack of 1 Injection",449,100,Abbott,in_stock,/static/uploads/medicines/5968.png
5693,Klaricid 500mg Tablets 10s,Clarithromycin,"Form: Tablets
Size: Pack of 10 Tablets",990,100,Abbott,in_stock,/static/uploads/medicines/5969.jpg
5694,Klaricid Drop 30ml,Clarithromycin,"Form: Drops
Size: Pack of 1 Drops",281,100,Abbott,in_stock,/static/uploads/medicines/5970.jpg
5695,Klaricid Ds 60ml Syp,Clarithromycin,"Form: Syrup
Size: Pack of 1 Syrup",1031,100,Abbott,in_stock,/static/uploads/medicines/5971.jpg
